id,adj_p_value,p_value,t,b,logfc,gene_symbol,gene_title
209196_at,0.23444,0.152,1.51743,-5.180464,0.33338,WDR46,WD repeat domain 46
221004_s_at,0.23448,0.152,1.517249,-5.180706,0.3471831,ITM2C,integral membrane protein 2C
208417_at,0.23448,0.152,-1.517194,-5.18078,-0.2845143,FGF6,fibroblast growth factor 6
200081_s_at,0.23465,0.152,1.516715,-5.181421,0.8360319,RPS6,ribosomal protein S6
221439_at,0.23465,0.152,-1.516681,-5.181467,-0.2506845,RBBP9,"RB binding protein 9, serine hydrolase"
202645_s_at,0.23466,0.152,-1.51659,-5.181588,-0.2907055,MEN1,menin 1
214920_at,0.23468,0.152,-1.516472,-5.181746,-0.2900424,THSD7A,thrombospondin type 1 domain containing 7A
217221_x_at,0.23473,0.152,-1.516298,-5.181979,-0.3765269,RBM10,RNA binding motif protein 10
203828_s_at,0.23473,0.152,-1.516262,-5.182027,-0.7210295,IL32,interleukin 32
220548_at,0.23478,0.152,-1.516054,-5.182306,-0.2128931,PKDREJ,polycystin (PKD) family receptor for egg jelly
202244_at,0.23478,0.152,1.516036,-5.18233,0.3257921,PSMB4,proteasome subunit beta 4
214266_s_at,0.23478,0.152,-1.515961,-5.18243,-0.3031505,PDLIM7,PDZ and LIM domain 7
200642_at,0.23478,0.152,1.515958,-5.182434,0.5770679,SOD1,"superoxide dismutase 1, soluble"
211445_x_at,0.23479,0.152,-1.515895,-5.182518,-0.1725024,NACAP1,nascent polypeptide associated complex alpha subunit pseudogene 1
219773_at,0.23487,0.152,-1.515631,-5.182871,-0.1417379,NOX4,NADPH oxidase 4
212944_at,0.23491,0.152,1.515484,-5.183068,0.3581455,SLC5A3,solute carrier family 5 member 3
212489_at,0.23499,0.152,-1.515246,-5.183387,-0.2607852,COL5A1,collagen type V alpha 1 chain
213736_at,0.23505,0.152,-1.515042,-5.183659,-0.2865764,COX5B,cytochrome c oxidase subunit 5B
214390_s_at,0.23508,0.152,-1.514921,-5.183822,-0.4363229,BCAT1,branched chain amino acid transaminase 1
212439_at,0.23508,0.152,-1.514886,-5.183869,-0.1916352,IP6K1,inositol hexakisphosphate kinase 1
221937_at,0.23525,0.152,1.514399,-5.184519,0.4169867,SYNRG,"synergin, gamma"
207978_s_at,0.23528,0.152,-1.514287,-5.184669,-0.3056805,NR4A3,nuclear receptor subfamily 4 group A member 3
206155_at,0.23528,0.153,-1.5142,-5.184786,-0.3553969,ABCC2,ATP binding cassette subfamily C member 2
218653_at,0.23528,0.153,1.514162,-5.184837,0.2298452,SLC25A15,solute carrier family 25 member 15
213373_s_at,0.23528,0.153,-1.514157,-5.184843,-0.2395319,CASP8,caspase 8
205025_at,0.23531,0.153,-1.514033,-5.185009,-0.2705274,ZBTB48,zinc finger and BTB domain containing 48
212107_s_at,0.23553,0.153,1.513387,-5.185873,0.463336,DHX9,DEAH-box helicase 9
216513_at,0.23553,0.153,-1.513358,-5.185911,-0.1769431,DCT,dopachrome tautomerase
203779_s_at,0.23553,0.153,-1.513289,-5.186004,-0.1511224,MPZL2,myelin protein zero like 2
211565_at,0.23553,0.153,-1.513268,-5.186031,-0.1683167,SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3"
217478_s_at,0.23553,0.153,-1.513258,-5.186045,-0.5582867,HLA-DMA,"major histocompatibility complex, class II, DM alpha"
205686_s_at,0.23566,0.153,-1.5129,-5.186524,-0.2365555,CD86,CD86 molecule
213074_at,0.23567,0.153,1.512818,-5.186633,0.3820831,PHIP,pleckstrin homology domain interacting protein
201306_s_at,0.23569,0.153,-1.512716,-5.18677,-0.3357476,ANP32B,acidic nuclear phosphoprotein 32 family member B
206366_x_at,0.23585,0.153,-1.512263,-5.187374,-0.3093333,XCL1,X-C motif chemokine ligand 1
209963_s_at,0.23585,0.153,-1.512232,-5.187416,-0.2434369,EPOR,erythropoietin receptor
206426_at,0.23586,0.153,-1.512153,-5.187521,-0.1861762,MLANA,melan-A
221750_at,0.23598,0.153,1.511811,-5.187979,0.5128348,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1
220002_at,0.23599,0.153,-1.51171,-5.188113,-0.1506376,KIF26B,kinesin family member 26B
201711_x_at,0.23599,0.153,1.51166,-5.188179,0.2834705,RANBP2,RAN binding protein 2
207515_s_at,0.23599,0.153,1.511655,-5.188187,0.3070514,POLR1C,RNA polymerase I subunit C
219319_at,0.236,0.153,-1.511594,-5.188269,-0.2301414,HIF3A,hypoxia inducible factor 3 alpha subunit
211047_x_at,0.23622,0.153,1.510974,-5.189097,0.2970214,AP2S1,adaptor related protein complex 2 sigma 1 subunit
205065_at,0.23635,0.153,-1.510512,-5.189712,-0.1945736,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1
210268_at,0.23635,0.153,-1.510488,-5.189745,-0.1915631,NFX1,"nuclear transcription factor, X-box binding 1"
210973_s_at,0.23635,0.153,-1.510473,-5.189764,-0.2515381,FGFR1,fibroblast growth factor receptor 1
208201_at,0.23636,0.153,-1.510415,-5.189842,-0.2457507,DUX4L24///DBET///LOC100291626///DUX4///LOC100288289///LOC100287823///LOC100133400///DUX4L2///DUX4L3///DUX4L5///DUX4L6///DUX4L7///LOC652301///DUX4L4///DUX4L8///DUX3///DUX4L1,double homeobox 4 like 24///D4Z4 binding element transcript (non-protein coding)///double homeobox protein 4-like///double homeobox 4///double homeobox protein 4-like protein 2-like///double homeobox protein 4-like protein 4///double homeobox protein 4-like protein 4-like///double homeobox 4 like 2///double homeobox 4 like 3///double homeobox 4 like 5///double homeobox 4 like 6///double homeobox 4 like 7///double homeobox protein 4-like protein 4-like///double homeobox 4 like 4///double homeobox 4 like 8///double homeobox 3///double homeobox 4 like 1
210186_s_at,0.23636,0.153,-1.510351,-5.189928,-0.2308131,LOC101929368///FKBP1A,uncharacterized LOC101929368///FK506 binding protein 1A
213688_at,0.23636,0.153,-1.510339,-5.189943,-0.1900669,CALM3///CALM2///CALM1,calmodulin 3///calmodulin 2///calmodulin 1
213354_s_at,0.23639,0.154,-1.510202,-5.190127,-0.2546217,NR2F6,nuclear receptor subfamily 2 group F member 6
207863_at,0.2364,0.154,-1.510137,-5.190213,-0.3223798,ADPRH,ADP-ribosylarginine hydrolase
220707_s_at,0.23643,0.154,-1.510034,-5.190351,-0.3461224,FOXRED2,FAD dependent oxidoreductase domain containing 2
206205_at,0.23644,0.154,1.509949,-5.190464,0.2052088,MPHOSPH9,M-phase phosphoprotein 9
221659_s_at,0.23653,0.154,-1.509692,-5.190807,-0.2275136,MYL10,myosin light chain 10
206443_at,0.23675,0.154,-1.509078,-5.191626,-0.1773436,RORB,RAR related orphan receptor B
220276_at,0.23675,0.154,-1.509046,-5.191669,-0.144306,RERGL,RERG like
209736_at,0.23683,0.154,-1.508781,-5.192023,-0.3093236,SOX13,SRY-box 13
211980_at,0.23697,0.154,1.508318,-5.19264,0.972916,COL4A1,collagen type IV alpha 1 chain
202970_at,0.23697,0.154,-1.508221,-5.192769,-0.168285,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2
205248_at,0.23697,0.154,-1.508207,-5.192788,-0.1880319,DOPEY2,dopey family member 2
207218_at,0.23697,0.154,-1.508172,-5.192834,-0.1643005,F9,coagulation factor IX
210829_s_at,0.23697,0.154,1.50817,-5.192837,0.3880179,SSBP2,single stranded DNA binding protein 2
202498_s_at,0.237,0.154,-1.508058,-5.192987,-0.174649,SLC2A3,solute carrier family 2 member 3
218641_at,0.23702,0.154,1.507959,-5.193119,0.4312617,C11orf95,chromosome 11 open reading frame 95
202499_s_at,0.23707,0.154,-1.507764,-5.193379,-0.2168419,SLC2A3,solute carrier family 2 member 3
219221_at,0.23707,0.154,1.507742,-5.193408,0.2858362,ZBTB38,zinc finger and BTB domain containing 38
217417_at,0.23708,0.154,-1.50769,-5.193477,-0.2437443,MYO5A,myosin VA
206431_x_at,0.23716,0.154,-1.507431,-5.193822,-0.1696998,TBC1D9B,TBC1 domain family member 9B
210075_at,0.23718,0.154,1.507345,-5.193938,0.1946202,MARCH2,membrane associated ring-CH-type finger 2
206626_x_at,0.23734,0.154,-1.506857,-5.194588,-0.2016438,SSX1,SSX family member 1
206378_at,0.23734,0.154,-1.506835,-5.194616,-0.1531762,SCGB2A2,secretoglobin family 2A member 2
203290_at,0.23734,0.154,-1.506782,-5.194688,-0.2353348,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1"
220590_at,0.23734,0.154,-1.506764,-5.194711,-0.2681893,ITFG2,integrin alpha FG-GAP repeat containing 2
221291_at,0.23746,0.154,-1.506425,-5.195163,-0.2030557,ULBP2,UL16 binding protein 2
205456_at,0.23751,0.155,-1.506253,-5.195392,-0.309904,CD3E,CD3e molecule
202867_s_at,0.23752,0.155,1.506182,-5.195486,0.2505507,DNAJB12,DnaJ heat shock protein family (Hsp40) member B12
220401_at,0.23772,0.155,-1.50563,-5.196222,-0.1702283,FLJ21369,uncharacterized protein FLJ21369
209795_at,0.23774,0.155,-1.505521,-5.196367,-0.1434736,CD69,CD69 molecule
204963_at,0.2378,0.155,-1.505332,-5.196618,-0.183365,SSPN,sarcospan
212972_x_at,0.2378,0.155,-1.505301,-5.19666,-0.2059198,APBB2,amyloid beta precursor protein binding family B member 2
212173_at,0.23782,0.155,1.505199,-5.196795,0.2554745,AK2,adenylate kinase 2
215724_at,0.23791,0.155,-1.504919,-5.197168,-0.1557664,PLD1,phospholipase D1
221479_s_at,0.23793,0.155,1.504848,-5.197264,0.4359524,BNIP3L,BCL2 interacting protein 3 like
212487_at,0.23794,0.155,-1.50478,-5.197354,-0.4419452,GPATCH8,G-patch domain containing 8
202831_at,0.23795,0.155,-1.504709,-5.197448,-0.7204086,GPX2,glutathione peroxidase 2
203974_at,0.23796,0.155,1.504625,-5.19756,0.3414845,PUDP,pseudouridine 5'-phosphatase
210543_s_at,0.23814,0.155,1.504119,-5.198233,0.2164321,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide"
202995_s_at,0.23817,0.155,-1.504016,-5.19837,-0.1637981,FBLN1,fibulin 1
212419_at,0.2382,0.155,-1.503903,-5.198521,-0.3327105,ZCCHC24,zinc finger CCHC-type containing 24
210462_at,0.23832,0.155,-1.503534,-5.199011,-0.1766298,BLZF1,basic leucine zipper nuclear factor 1
217590_s_at,0.23853,0.155,-1.50296,-5.199776,-0.2139543,TRPA1,transient receptor potential cation channel subfamily A member 1
213463_s_at,0.23862,0.155,1.502674,-5.200155,0.237456,FAM149B1,family with sequence similarity 149 member B1
202124_s_at,0.23862,0.155,1.502619,-5.200229,0.2142033,TRAK2,trafficking kinesin protein 2
211075_s_at,0.23862,0.155,1.5026,-5.200255,0.9962769,CD47,CD47 molecule
202726_at,0.23873,0.156,-1.502294,-5.200661,-0.2055874,LIG1,DNA ligase 1
212488_at,0.23888,0.156,-1.501825,-5.201284,-0.2891198,COL5A1,collagen type V alpha 1 chain
205950_s_at,0.23888,0.156,-1.501777,-5.201349,-0.2682286,CA1,carbonic anhydrase 1
219920_s_at,0.23888,0.156,1.501772,-5.201355,0.312071,AMIGO3///GMPPB,adhesion molecule with Ig like domain 3///GDP-mannose pyrophosphorylase B
212028_at,0.23888,0.156,-1.501749,-5.201386,-0.2704557,RBM25,RNA binding motif protein 25
212328_at,0.23889,0.156,1.501668,-5.201493,0.9624738,LIMCH1,LIM and calponin homology domains 1
207168_s_at,0.23901,0.156,1.501327,-5.201947,0.5259983,H2AFY,H2A histone family member Y
213859_x_at,0.23905,0.156,1.501168,-5.202159,0.2926493,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
212264_s_at,0.2393,0.156,1.500497,-5.203049,0.682894,WAPL,WAPL cohesin release factor
219568_x_at,0.23934,0.156,-1.500363,-5.203228,-0.1657705,SOX18,SRY-box 18
209000_s_at,0.23942,0.156,-1.500057,-5.203635,-0.2131388,SEPT8,septin 8
206673_at,0.23942,0.156,-1.49999,-5.203723,-0.2320814,GPR176,G protein-coupled receptor 176
205120_s_at,0.23942,0.156,1.499974,-5.203745,0.6242488,SGCB,sarcoglycan beta
208018_s_at,0.23942,0.156,-1.499948,-5.203779,-0.2049867,HCK,"HCK proto-oncogene, Src family tyrosine kinase"
221393_at,0.23942,0.156,-1.499897,-5.203847,-0.2012433,TAAR3,trace amine associated receptor 3 (gene/pseudogene)
208858_s_at,0.23945,0.156,1.499775,-5.204008,0.4146974,ESYT1,extended synaptotagmin 1
203223_at,0.23946,0.156,1.499719,-5.204082,0.1278669,RABEP1,"rabaptin, RAB GTPase binding effector protein 1"
209820_s_at,0.23956,0.156,-1.499424,-5.204475,-0.3434633,TBL3,transducin beta like 3
206796_at,0.23961,0.156,-1.49925,-5.204705,-0.1914736,WISP1,WNT1 inducible signaling pathway protein 1
205850_s_at,0.23966,0.156,-1.499064,-5.204952,-0.1700824,GABRB3,gamma-aminobutyric acid type A receptor beta3 subunit
216450_x_at,0.23966,0.156,-1.499034,-5.204993,-0.3325674,HSP90B1,heat shock protein 90 beta family member 1
211355_x_at,0.23968,0.156,-1.498936,-5.205123,-0.1882229,LEPROT///LEPR,leptin receptor overlapping transcript///leptin receptor
205496_at,0.23971,0.156,-1.498826,-5.205269,-0.1476293,KIAA0408,KIAA0408
214139_at,0.23977,0.156,-1.498647,-5.205506,-0.296845,ARID4B,AT-rich interaction domain 4B
204478_s_at,0.23988,0.157,1.498311,-5.205952,0.3950767,RABIF,RAB interacting factor
203317_at,0.24,0.157,-1.497955,-5.206424,-0.3003912,PSD4,pleckstrin and Sec7 domain containing 4
217248_s_at,0.24,0.157,-1.497901,-5.206496,-0.2139302,SLC7A8,solute carrier family 7 member 8
204319_s_at,0.24,0.157,-1.497893,-5.206507,-0.21538,RGS10,regulator of G-protein signaling 10
91580_at,0.24001,0.157,-1.497828,-5.206593,-0.2129795,LRTM1,leucine rich repeats and transmembrane domains 1
212983_at,0.24002,0.157,1.497746,-5.206702,0.4996319,HRAS,"HRas proto-oncogene, GTPase"
214232_at,0.24008,0.157,-1.497552,-5.206959,-0.2135017,ABCF2,ATP binding cassette subfamily F member 2
204360_s_at,0.24009,0.157,1.49748,-5.207055,0.2109893,NAGLU,N-acetyl-alpha-glucosaminidase
36499_at,0.2401,0.157,-1.497394,-5.207169,-0.2944383,CELSR2,cadherin EGF LAG seven-pass G-type receptor 2
217719_at,0.2401,0.157,1.497376,-5.207193,0.3203738,EIF3L,eukaryotic translation initiation factor 3 subunit L
205924_at,0.2401,0.157,1.497295,-5.207301,0.5081,RAB3B,"RAB3B, member RAS oncogene family"
222346_at,0.2401,0.157,-1.497288,-5.20731,-0.2082405,LAMA1,laminin subunit alpha 1
212939_at,0.24011,0.157,-1.497215,-5.207406,-0.1712264,COL6A1,collagen type VI alpha 1 chain
216005_at,0.24011,0.157,-1.497182,-5.20745,-0.1992017,TNC,tenascin C
202757_at,0.24013,0.157,-1.497091,-5.207571,-0.3244176,NELFB,negative elongation factor complex member B
207342_at,0.24014,0.157,-1.497038,-5.207642,-0.169576,CNGB1,cyclic nucleotide gated channel beta 1
222245_s_at,0.2402,0.157,-1.496835,-5.20791,-0.2689357,FER1L4,"fer-1 like family member 4, pseudogene"
218726_at,0.24027,0.157,-1.496606,-5.208214,-0.2432355,HJURP,Holliday junction recognition protein
205505_at,0.24027,0.157,1.496563,-5.208271,0.5007624,GCNT1,"glucosaminyl (N-acetyl) transferase 1, core 2"
208128_x_at,0.24032,0.157,-1.496353,-5.208549,-0.2252283,KIF25,kinesin family member 25
204916_at,0.24032,0.157,-1.496321,-5.208592,-0.4202905,RAMP1,receptor activity modifying protein 1
214319_at,0.24032,0.157,-1.496316,-5.208599,-0.248666,FRY,FRY microtubule binding protein
212659_s_at,0.24037,0.157,-1.49616,-5.208806,-0.3811483,IL1RN,interleukin 1 receptor antagonist
219757_s_at,0.24043,0.157,-1.495956,-5.209076,-0.2150779,TMEM260,transmembrane protein 260
214974_x_at,0.24062,0.157,1.495427,-5.209777,0.7773714,CXCL5,C-X-C motif chemokine ligand 5
220956_s_at,0.24078,0.157,-1.494972,-5.21038,-0.232801,RAB4B-EGLN2///EGLN2,RAB4B-EGLN2 readthrough (NMD candidate)///egl-9 family hypoxia inducible factor 2
52005_at,0.24079,0.157,-1.494922,-5.210447,-0.2813098,WIZ,widely interspaced zinc finger motifs
221411_at,0.24079,0.157,-1.494869,-5.210516,-0.1712036,HOXD12,homeobox D12
221310_at,0.24081,0.157,-1.494775,-5.210641,-0.2278593,FGF14,fibroblast growth factor 14
206872_at,0.2409,0.158,-1.49451,-5.210992,-0.2606229,SLC17A1,solute carrier family 17 member 1
215591_at,0.24094,0.158,-1.494371,-5.211176,-0.1550802,SATB2,SATB homeobox 2
211585_at,0.24097,0.158,-1.494261,-5.211323,-0.1460269,NPAT,"nuclear protein, coactivator of histone transcription"
212763_at,0.24102,0.158,-1.494075,-5.211568,-0.2855202,CAMSAP2,calmodulin regulated spectrin associated protein family member 2
202724_s_at,0.24107,0.158,1.493886,-5.211819,0.4641502,FOXO1,forkhead box O1
203346_s_at,0.24107,0.158,-1.493863,-5.211849,-0.2455021,MTF2,metal response element binding transcription factor 2
204268_at,0.24111,0.158,-1.493717,-5.212043,-1.0366231,S100A2,S100 calcium binding protein A2
207788_s_at,0.2412,0.158,-1.493457,-5.212387,-0.2952755,SORBS3,sorbin and SH3 domain containing 3
208986_at,0.24121,0.158,1.493388,-5.212478,0.5408914,TCF12,transcription factor 12
219904_at,0.24122,0.158,1.493317,-5.212572,0.1849783,ZSCAN5A,zinc finger and SCAN domain containing 5A
220201_at,0.24126,0.158,1.493161,-5.212779,0.3211033,RC3H2,ring finger and CCCH-type domains 2
213993_at,0.24126,0.158,-1.493149,-5.212795,-0.1655905,SPON1,spondin 1
221954_at,0.24126,0.158,1.493087,-5.212877,0.2103698,OSER1,oxidative stress responsive serine rich 1
215803_at,0.24126,0.158,-1.493053,-5.212921,-0.1452631,CXorf57,chromosome X open reading frame 57
209321_s_at,0.24133,0.158,-1.492791,-5.213268,-0.1772721,ADCY3,adenylate cyclase 3
201495_x_at,0.24133,0.158,-1.492789,-5.213271,-0.2382371,MYH11,myosin heavy chain 11
218032_at,0.24147,0.158,1.492403,-5.213783,0.4954655,SNN,stannin
213087_s_at,0.24154,0.158,-1.492172,-5.214087,-0.333641,EEF1D,eukaryotic translation elongation factor 1 delta
217613_at,0.2416,0.158,-1.491979,-5.214343,-0.145516,TMEM144,transmembrane protein 144
218383_at,0.24161,0.158,1.491858,-5.214504,0.3951307,MIR4707///HAUS4,microRNA 4707///HAUS augmin like complex subunit 4
204089_x_at,0.24161,0.158,1.491855,-5.214507,0.3506821,MAP3K4,mitogen-activated protein kinase kinase kinase 4
220920_at,0.24161,0.158,-1.491812,-5.214564,-0.5359419,ATP10B,ATPase phospholipid transporting 10B (putative)
205964_at,0.24161,0.158,-1.491781,-5.214605,-0.1741821,ZNF426,zinc finger protein 426
216174_at,0.24161,0.158,-1.491671,-5.214751,-0.2319595,HCRP1,hepatocellular carcinoma-related HCRP1
217354_s_at,0.24161,0.158,-1.49167,-5.214752,-0.3166883,HPS1,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1"
214821_at,0.24161,0.158,-1.491669,-5.214754,-0.2328588,SLC25A4,solute carrier family 25 member 4
51774_s_at,0.24163,0.158,-1.491574,-5.214879,-0.3162138,UBE2D4,ubiquitin conjugating enzyme E2 D4 (putative)
217773_s_at,0.24163,0.158,1.491546,-5.214917,0.5641179,NDUFA4,"NDUFA4, mitochondrial complex associated"
213910_at,0.2417,0.158,-1.49132,-5.215215,-0.1734574,IGFBP7,insulin like growth factor binding protein 7
220588_at,0.24174,0.158,-1.491178,-5.215403,-0.1889681,BCAS4,breast carcinoma amplified sequence 4
201321_s_at,0.24181,0.158,-1.490921,-5.215743,-0.2726117,SMARCC2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2"
206541_at,0.24181,0.158,-1.490905,-5.215763,-0.4074324,KLKB1,kallikrein B1
212069_s_at,0.24185,0.159,-1.490781,-5.215928,-0.3382226,PRRC2B,proline rich coiled-coil 2B
214716_at,0.24188,0.159,-1.490626,-5.216132,-0.1758521,BMP2K,BMP2 inducible kinase
217491_x_at,0.24188,0.159,1.490605,-5.216161,0.4433555,COX7C,cytochrome c oxidase subunit 7C
212571_at,0.24189,0.159,-1.490533,-5.216256,-0.3931229,CHD8,chromodomain helicase DNA binding protein 8
218974_at,0.24193,0.159,1.490334,-5.21652,0.6367493,SOBP,sine oculis binding protein homolog
204552_at,0.24193,0.159,1.49031,-5.216551,0.1440581,INPP4A,inositol polyphosphate-4-phosphatase type I A
222153_at,0.24205,0.159,-1.489978,-5.21699,-0.1427324,MYEF2,myelin expression factor 2
219306_at,0.24223,0.159,-1.489443,-5.217696,-0.3069583,KIF15,kinesin family member 15
203625_x_at,0.24226,0.159,1.4893,-5.217885,0.346296,SKP2,"S-phase kinase-associated protein 2, E3 ubiquitin protein ligase"
207264_at,0.24226,0.159,-1.48928,-5.217912,-0.2671338,KDELR3,KDEL endoplasmic reticulum protein retention receptor 3
208948_s_at,0.24233,0.159,1.489057,-5.218207,0.4282069,STAU1,staufen double-stranded RNA binding protein 1
202608_s_at,0.24242,0.159,-1.488757,-5.218603,-0.2473893,NDST1,N-deacetylase and N-sulfotransferase 1
219184_x_at,0.24242,0.159,-1.488682,-5.218702,-0.3143943,TIMM22,translocase of inner mitochondrial membrane 22 homolog (yeast)
209601_at,0.24242,0.159,-1.488659,-5.218732,-0.1783143,ACOX1,acyl-CoA oxidase 1
202316_x_at,0.2425,0.159,1.488419,-5.21905,0.1921957,UBE4B,ubiquitination factor E4B
211034_s_at,0.24253,0.159,1.48825,-5.219273,0.4291557,HECTD4,HECT domain E3 ubiquitin protein ligase 4
209077_at,0.24253,0.159,-1.488237,-5.21929,-0.313114,TXN2,thioredoxin 2
207989_at,0.24253,0.159,-1.48822,-5.219312,-0.2183076,OPRM1,opioid receptor mu 1
217904_s_at,0.2427,0.159,1.487688,-5.220015,0.4570917,BACE1,beta-secretase 1
201614_s_at,0.2427,0.159,1.487654,-5.22006,0.2690207,RUVBL1,RuvB like AAA ATPase 1
221471_at,0.24274,0.159,1.487531,-5.220222,0.6034688,SERINC3,serine incorporator 3
202898_at,0.24275,0.159,-1.487411,-5.220381,-0.2321674,SDC3,syndecan 3
218513_at,0.24275,0.159,1.487409,-5.220383,0.181586,TMA16,translation machinery associated 16 homolog
221358_at,0.24276,0.159,-1.487332,-5.220485,-0.1970631,NPBWR2,neuropeptides B/W receptor 2
212531_at,0.24276,0.159,-1.487299,-5.220528,-1.019019,LCN2,lipocalin 2
219022_at,0.24289,0.16,1.486927,-5.22102,0.2920879,C12orf43,chromosome 12 open reading frame 43
202689_at,0.24289,0.16,-1.486896,-5.221061,-0.2229986,RBM15B,RNA binding motif protein 15B
209996_x_at,0.24289,0.16,-1.486859,-5.221109,-0.1793902,PCM1,pericentriolar material 1
